shape_id,shape_pt_lon,shape_pt_lat,shape_pt_sequence
22,-78.518254,38.031670,20
22,-78.518150,38.031990,21
22,-78.517970,38.032050,22
22,-78.517700,38.032650,23
22,-78.517690,38.032720,24
22,-78.517720,38.032820,25
22,-78.517870,38.033070,26
22,-78.517900,38.033150,27
22,-78.517910,38.033240,28
22,-78.517850,38.033560,29
22,-78.517670,38.033970,30
22,-78.517280,38.034640,31
22,-78.517130,38.034790,32
22,-78.516930,38.034940,33
22,-78.516710,38.035010,34
22,-78.515780,38.035100,35
22,-78.514050,38.035220,36
22,-78.513810,38.035230,37
22,-78.513700,38.035220,38
22,-78.513660,38.035210,39
22,-78.513460,38.035090,40
22,-78.512829,38.034680,41
22,-78.512460,38.034530,42
22,-78.511080,38.034030,43
22,-78.510900,38.033980,44
22,-78.510510,38.033860,45
22,-78.510150,38.033770,46
22,-78.509630,38.033730,47
22,-78.508890,38.033710,48
22,-78.508450,38.033690,49
22,-78.507960,38.033650,50
22,-78.507710,38.033670,51
22,-78.507490,38.033710,52
22,-78.507260,38.033810,53
22,-78.507000,38.033930,54
22,-78.506650,38.034090,55
22,-78.506310,38.034230,56
22,-78.505990,38.034380,57
22,-78.505840,38.034510,58
22,-78.505750,38.034600,59
22,-78.505170,38.035570,60
22,-78.504780,38.036190,61
22,-78.504570,38.036530,62
23,-78.504909,38.035984,1
23,-78.504570,38.036530,2
23,-78.504570,38.036720,3
23,-78.504610,38.036910,4
23,-78.504670,38.037050,5
23,-78.504840,38.037310,6
23,-78.504930,38.037420,7
23,-78.505740,38.038930,8
23,-78.505889,38.039260,9
23,-78.505960,38.039370,10
23,-78.506130,38.039520,11
23,-78.506620,38.039820,12
23,-78.505400,38.043440,13
23,-78.505030,38.044360,14
23,-78.509750,38.046390,15
23,-78.510300,38.045460,16
23,-78.510668,38.044942,17
23,-78.510271,38.044749,18
23,-78.510659,38.044278,19
23,-78.510434,38.044052,20
23,-78.510097,38.043922,21
23,-78.508724,38.045944,22
23,-78.509750,38.046390,23
23,-78.511150,38.047080,24
23,-78.511430,38.047280,25
23,-78.511709,38.047550,26
23,-78.511940,38.047850,27
23,-78.512030,38.048010,28
23,-78.512070,38.048190,29
23,-78.512100,38.048940,30
23,-78.512289,38.049300,31
23,-78.512730,38.049750,32
23,-78.513050,38.049970,33
23,-78.512210,38.051230,34
23,-78.511860,38.051650,35
23,-78.512370,38.051890,36
23,-78.512480,38.051990,37
23,-78.512600,38.052040,38
23,-78.513710,38.052450,39
23,-78.513840,38.052330,40
23,-78.513790,38.052150,41
23,-78.512760,38.051750,42
23,-78.512440,38.051710,43
23,-78.511979,38.051540,44
23,-78.511860,38.051650,45
23,-78.510970,38.051910,46
23,-78.509310,38.051970,47
23,-78.509110,38.051660,48
23,-78.508590,38.051400,49
23,-78.508210,38.050930,50
23,-78.506040,38.049240,51
23,-78.505404,38.048859,52
23,-78.504810,38.049412,53
23,-78.503792,38.048751,54
23,-78.504323,38.048210,55
23,-78.504850,38.048510,56
23,-78.506040,38.049240,57
23,-78.508210,38.050930,58
23,-78.508590,38.051400,59
23,-78.509110,38.051660,60
23,-78.509310,38.051970,61
23,-78.510970,38.051910,62
23,-78.511860,38.051650,63
23,-78.512370,38.051890,64
23,-78.512480,38.051990,65
23,-78.512600,38.052040,66
23,-78.513710,38.052450,67
23,-78.513840,38.052330,68
23,-78.513790,38.052150,69
23,-78.512760,38.051750,70
23,-78.512440,38.051710,71
23,-78.511979,38.051540,72
23,-78.512210,38.051230,73
23,-78.513050,38.049970,74
23,-78.512730,38.049750,75
23,-78.512289,38.049300,76
23,-78.512100,38.048940,77
23,-78.512070,38.048190,78
23,-78.511940,38.047850,79
23,-78.511709,38.047550,80
23,-78.511430,38.047280,81
23,-78.511150,38.047080,82
23,-78.509750,38.046390,83
23,-78.510300,38.045460,84
23,-78.510687,38.044949,85
23,-78.510280,38.044749,86
23,-78.510648,38.044294,87
23,-78.510404,38.044041,88
23,-78.510116,38.043915,89
23,-78.508725,38.045945,90
23,-78.505160,38.044410,91
23,-78.505400,38.043440,92
23,-78.506190,38.041150,93
23,-78.507604,38.041344,94
23,-78.508288,38.041666,95
23,-78.508800,38.041090,96
23,-78.506620,38.039820,97
23,-78.506130,38.039520,98
23,-78.505889,38.039260,99
23,-78.505740,38.038930,100
23,-78.504930,38.037420,101
23,-78.504670,38.037050,102
23,-78.504570,38.036720,103
23,-78.504570,38.036530,104
23,-78.504780,38.036190,105
23,-78.505750,38.034600,106
23,-78.505990,38.034380,107
23,-78.507260,38.033810,108
23,-78.507490,38.033710,109
23,-78.507960,38.033650,110
23,-78.510150,38.033770,111
23,-78.510900,38.033980,112
23,-78.512460,38.034530,113
23,-78.512829,38.034680,114
23,-78.513460,38.035090,115
23,-78.513700,38.035220,116
23,-78.514050,38.035220,117
23,-78.514160,38.033580,118
23,-78.514250,38.033220,119
23,-78.514580,38.032540,120
23,-78.516320,38.029400,121
23,-78.516430,38.029120,122
23,-78.516470,38.028680,123
23,-78.518850,38.028480,124
23,-78.519660,38.028450,125
23,-78.519757,38.028472,126
23,-78.520226,38.028489,127
23,-78.520247,38.028758,128
23,-78.520117,38.028821,129
23,-78.519632,38.028911,130
23,-78.519455,38.029070,131
23,-78.519425,38.029203,132
23,-78.519505,38.029299,133
23,-78.519726,38.029391,134
24,-78.519640,38.028907,1
24,-78.519451,38.029068,2
24,-78.519425,38.029205,3
24,-78.519511,38.029303,4
24,-78.519726,38.029392,5
24,-78.519925,38.029440,6
24,-78.520112,38.029462,7
24,-78.520324,38.029463,8
24,-78.520419,38.029619,9
24,-78.520514,38.029674,10
24,-78.520469,38.030367,11
24,-78.520419,38.030366,12
24,-78.520296,38.030466,13
24,-78.519856,38.030455,14
24,-78.519437,38.030527,15
24,-78.519119,38.030609,16
24,-78.518903,38.030761,17
24,-78.518555,38.031169,18
24,-78.518385,38.031431,19
24,-78.518254,38.031670,20
24,-78.518150,38.031990,21
24,-78.517970,38.032050,22
24,-78.517700,38.032650,23
24,-78.517690,38.032720,24
24,-78.517720,38.032820,25
24,-78.517870,38.033070,26
24,-78.517900,38.033150,27
24,-78.517910,38.033240,28
24,-78.517850,38.033560,29
24,-78.517670,38.033970,30
24,-78.517280,38.034640,31
24,-78.517130,38.034790,32
24,-78.516930,38.034940,33
24,-78.516710,38.035010,34
24,-78.515780,38.035100,35
24,-78.514050,38.035220,36
24,-78.513810,38.035230,37
24,-78.513700,38.035220,38
24,-78.513660,38.035210,39
24,-78.513460,38.035090,40
24,-78.512829,38.034680,41
24,-78.512460,38.034530,42
24,-78.511080,38.034030,43
24,-78.510900,38.033980,44
24,-78.510510,38.033860,45
24,-78.510150,38.033770,46
24,-78.509630,38.033730,47
24,-78.508890,38.033710,48
24,-78.508450,38.033690,49
24,-78.507960,38.033650,50
24,-78.507710,38.033670,51
24,-78.507490,38.033710,52
24,-78.507260,38.033810,53
24,-78.507000,38.033930,54
24,-78.506650,38.034090,55
24,-78.506310,38.034230,56
24,-78.505990,38.034380,57
24,-78.505840,38.034510,58
24,-78.505750,38.034600,59
24,-78.505170,38.035570,60
24,-78.504780,38.036190,61
24,-78.504570,38.036530,62
24,-78.504570,38.036720,63
24,-78.504610,38.036910,64
24,-78.504670,38.037050,65
24,-78.504840,38.037310,66
24,-78.504930,38.037420,67
24,-78.505740,38.038930,68
24,-78.505889,38.039260,69
24,-78.505960,38.039370,70
24,-78.506130,38.039520,71
24,-78.506620,38.039820,72
24,-78.505400,38.043440,73
24,-78.505030,38.044360,74
24,-78.509750,38.046390,75
24,-78.510300,38.045460,76
24,-78.510668,38.044942,77
24,-78.510271,38.044749,78
24,-78.510659,38.044278,79
24,-78.510434,38.044052,80
24,-78.510097,38.043922,81
24,-78.508724,38.045944,82
24,-78.509750,38.046390,83
24,-78.511150,38.047080,84
24,-78.511430,38.047280,85
24,-78.511709,38.047550,86
24,-78.511940,38.047850,87
24,-78.512030,38.048010,88
24,-78.512070,38.048190,89
24,-78.512100,38.048940,90
24,-78.512289,38.049300,91
24,-78.512730,38.049750,92
24,-78.513050,38.049970,93
24,-78.512210,38.051230,94
24,-78.511860,38.051650,95
24,-78.512370,38.051890,96
24,-78.512480,38.051990,97
24,-78.512600,38.052040,98
24,-78.513710,38.052450,99
24,-78.513840,38.052330,100
24,-78.513790,38.052150,101
24,-78.512760,38.051750,102
24,-78.512440,38.051710,103
24,-78.511979,38.051540,104
24,-78.511860,38.051650,105
24,-78.510970,38.051910,106
24,-78.509310,38.051970,107
24,-78.509110,38.051660,108
24,-78.508590,38.051400,109
24,-78.508210,38.050930,110
24,-78.506040,38.049240,111
24,-78.505404,38.048859,112
24,-78.504810,38.049412,113
24,-78.503792,38.048751,114
24,-78.504323,38.048210,115
24,-78.504850,38.048510,116
24,-78.506040,38.049240,117
24,-78.508210,38.050930,118
24,-78.508590,38.051400,119
24,-78.509110,38.051660,120
24,-78.509310,38.051970,121
24,-78.510970,38.051910,122
24,-78.511860,38.051650,123
24,-78.512370,38.051890,124
24,-78.512480,38.051990,125
24,-78.512600,38.052040,126
24,-78.513710,38.052450,127
24,-78.513840,38.052330,128
24,-78.513790,38.052150,129
24,-78.512760,38.051750,130
24,-78.512440,38.051710,131
24,-78.511979,38.051540,132
24,-78.512210,38.051230,133
24,-78.513050,38.049970,134
24,-78.512730,38.049750,135
24,-78.512289,38.049300,136
24,-78.512100,38.048940,137
24,-78.512070,38.048190,138
24,-78.511940,38.047850,139
24,-78.511709,38.047550,140
24,-78.511430,38.047280,141
24,-78.511150,38.047080,142
24,-78.509750,38.046390,143
24,-78.510300,38.045460,144
24,-78.510687,38.044949,145
24,-78.510280,38.044749,146
24,-78.510648,38.044294,147
24,-78.510404,38.044041,148
24,-78.510116,38.043915,149
24,-78.508725,38.045945,150
24,-78.505160,38.044410,151
24,-78.505400,38.043440,152
24,-78.506190,38.041150,153
24,-78.507604,38.041344,154
24,-78.508288,38.041666,155
24,-78.508800,38.041090,156
24,-78.506620,38.039820,157
24,-78.506130,38.039520,158
24,-78.505889,38.039260,159
24,-78.505740,38.038930,160
24,-78.504930,38.037420,161
24,-78.504670,38.037050,162
24,-78.504570,38.036720,163
24,-78.504570,38.036530,164
24,-78.504780,38.036190,165
24,-78.505170,38.035570,166
24,-78.505750,38.034600,167
24,-78.505990,38.034380,168
24,-78.507260,38.033810,169
24,-78.507490,38.033710,170
24,-78.507960,38.033650,171
24,-78.508889,38.033710,172
24,-78.510150,38.033770,173
24,-78.510900,38.033980,174
24,-78.512460,38.034530,175
24,-78.512829,38.034680,176
24,-78.513460,38.035090,177
24,-78.513700,38.035220,178
24,-78.514050,38.035220,179
24,-78.514160,38.033580,180
24,-78.514250,38.033220,181
24,-78.514580,38.032540,182
24,-78.516320,38.029400,183
24,-78.516430,38.029120,184
24,-78.516470,38.028680,185
24,-78.518850,38.028480,186
24,-78.519660,38.028450,187
24,-78.519757,38.028472,188
24,-78.520226,38.028489,189
24,-78.520247,38.028758,190
24,-78.520117,38.028821,191
24,-78.519632,38.028911,192
24,-78.519455,38.029070,193
24,-78.519425,38.029203,194
24,-78.519505,38.029299,195
24,-78.519726,38.029391,196
26,-78.494050,38.041870,1
26,-78.492140,38.041800,2
26,-78.492120,38.041760,3
26,-78.492099,38.041620,4
26,-78.492110,38.041470,5
26,-78.492130,38.040780,6
26,-78.492099,38.040460,7
26,-78.492080,38.040360,8
26,-78.491820,38.039910,9
26,-78.491260,38.039240,10
26,-78.491280,38.039120,11
26,-78.491300,38.039040,12
26,-78.491640,38.038560,13
26,-78.491919,38.038610,14
26,-78.492570,38.038820,15
26,-78.493380,38.039110,16
26,-78.494280,38.039420,17
26,-78.495250,38.039770,18
26,-78.496200,38.040150,19
26,-78.497200,38.040480,20
26,-78.497760,38.040690,21
26,-78.498250,38.040870,22
26,-78.498710,38.041040,23
26,-78.499350,38.041300,24
26,-78.499480,38.041350,25
26,-78.500390,38.041730,26
26,-78.501000,38.040830,27
26,-78.501230,38.040460,28
26,-78.501700,38.039710,29
26,-78.501790,38.039580,30
26,-78.501870,38.039450,31
26,-78.502140,38.038930,32
26,-78.502700,38.037910,33
26,-78.503350,38.036860,34
26,-78.503410,38.036750,35
26,-78.503890,38.036780,36
26,-78.504170,38.036760,37
26,-78.504390,38.036690,38
26,-78.504490,38.036630,39
26,-78.504570,38.036530,40
26,-78.504780,38.036190,41
26,-78.505170,38.035570,42
26,-78.505750,38.034600,43
26,-78.505840,38.034510,44
26,-78.505990,38.034380,45
26,-78.506310,38.034230,46
26,-78.506650,38.034090,47
26,-78.507000,38.033930,48
26,-78.507260,38.033810,49
26,-78.507490,38.033710,50
26,-78.507710,38.033670,51
26,-78.507960,38.033650,52
26,-78.508450,38.033690,53
26,-78.508890,38.033710,54
26,-78.509630,38.033730,55
26,-78.510150,38.033770,56
26,-78.510510,38.033860,57
26,-78.510900,38.033980,58
26,-78.511080,38.034030,59
26,-78.512460,38.034530,60
26,-78.512829,38.034680,61
26,-78.513460,38.035090,62
26,-78.513660,38.035210,63
26,-78.513700,38.035220,64
26,-78.513810,38.035230,65
26,-78.514050,38.035220,66
26,-78.514120,38.033950,67
26,-78.514160,38.033580,68
26,-78.514250,38.033220,69
26,-78.514580,38.032540,70
26,-78.514030,38.032340,71
26,-78.513620,38.032240,72
26,-78.513480,38.032220,73
26,-78.512770,38.032200,74
26,-78.512230,38.032140,75
26,-78.512110,38.032110,76
26,-78.511021,38.031488,77
26,-78.512185,38.030678,78
26,-78.513539,38.029786,79
26,-78.514000,38.029595,80
26,-78.514713,38.029493,81
26,-78.515866,38.030195,82
26,-78.516319,38.029400,83
26,-78.516430,38.029120,84
26,-78.516470,38.028680,85
26,-78.516460,38.027590,86
26,-78.516390,38.027390,87
26,-78.516360,38.027270,88
26,-78.516099,38.027110,89
26,-78.515620,38.026790,90
26,-78.515490,38.026690,91
26,-78.515320,38.026500,92
26,-78.514979,38.025890,93
26,-78.514920,38.025890,94
26,-78.514820,38.025900,95
26,-78.514619,38.025930,96
26,-78.514490,38.025950,97
26,-78.513310,38.026350,98
26,-78.512820,38.026660,99
26,-78.512350,38.026950,100
26,-78.511250,38.027630,101
26,-78.510570,38.028050,102
26,-78.509950,38.028440,103
26,-78.509580,38.028810,104
26,-78.509250,38.029280,105
26,-78.508220,38.030810,106
26,-78.507949,38.031280,107
26,-78.507690,38.031690,108
26,-78.507580,38.032020,109
26,-78.507490,38.032070,110
26,-78.507400,38.032090,111
26,-78.506790,38.032120,112
26,-78.506390,38.032100,113
26,-78.505910,38.032070,114
26,-78.504600,38.032030,115
26,-78.503640,38.032030,116
26,-78.502710,38.032070,117
26,-78.501780,38.032100,118
26,-78.499760,38.032680,119
46,-78.519484,38.029267,1
46,-78.519638,38.029373,2
46,-78.519736,38.029477,3
46,-78.519830,38.029500,4
46,-78.520180,38.029510,5
46,-78.520462,38.029528,6
46,-78.520490,38.029530,7
46,-78.520619,38.029580,8
46,-78.520700,38.029650,9
46,-78.520770,38.029740,10
46,-78.520820,38.029840,11
46,-78.520850,38.029940,12
46,-78.520860,38.030140,13
46,-78.520790,38.030320,14
46,-78.520720,38.030440,15
46,-78.520540,38.030530,16
46,-78.520390,38.030560,17
46,-78.519859,38.030510,18
46,-78.519600,38.030520,19
46,-78.519450,38.030540,20
46,-78.519180,38.030600,21
46,-78.518940,38.030710,22
46,-78.518680,38.030950,23
46,-78.518450,38.031220,24
46,-78.518270,38.031500,25
46,-78.518060,38.031970,26
46,-78.517810,38.032440,27
46,-78.517770,38.032590,28
46,-78.517770,38.032730,29
46,-78.517960,38.033090,30
46,-78.517990,38.033210,31
46,-78.517990,38.033320,32
46,-78.517940,38.033510,33
46,-78.517850,38.033780,34
46,-78.517670,38.034080,35
46,-78.517390,38.034570,36
46,-78.517130,38.034840,37
46,-78.516830,38.035000,38
46,-78.516499,38.035050,39
46,-78.515780,38.035100,40
46,-78.514630,38.035200,41
46,-78.514100,38.035220,42
46,-78.513830,38.035200,43
46,-78.513650,38.035160,44
46,-78.513490,38.035080,45
46,-78.513090,38.034830,46
46,-78.512820,38.034710,47
46,-78.512460,38.034530,48
46,-78.511490,38.034180,49
46,-78.511080,38.034030,50
46,-78.510900,38.033980,51
46,-78.510889,38.033976,52
46,-78.510510,38.033860,53
46,-78.510140,38.033780,54
46,-78.509850,38.033770,55
46,-78.509710,38.033765,56
46,-78.509252,38.033755,57
46,-78.508723,38.033741,58
46,-78.508193,38.033718,59
46,-78.507960,38.033710,60
46,-78.507730,38.033710,61
46,-78.507600,38.033730,62
46,-78.507480,38.033770,63
46,-78.507360,38.033820,64
46,-78.507040,38.033960,65
46,-78.506680,38.034120,66
46,-78.506370,38.034250,67
46,-78.506010,38.034410,68
46,-78.505850,38.034490,69
46,-78.505750,38.034600,70
46,-78.505630,38.034790,71
46,-78.505410,38.035170,72
46,-78.505200,38.035520,73
46,-78.505170,38.035570,74
46,-78.505030,38.035770,75
46,-78.504840,38.036050,76
46,-78.504749,38.036199,77
47,-78.519458,38.029288,1
47,-78.519619,38.029363,2
47,-78.519726,38.029408,3
47,-78.519842,38.029457,4
47,-78.519999,38.029504,5
47,-78.520180,38.029510,6
47,-78.520490,38.029530,7
47,-78.520619,38.029580,8
47,-78.520700,38.029650,9
47,-78.520770,38.029740,10
47,-78.520820,38.029840,11
47,-78.520850,38.029940,12
47,-78.520852,38.029971,13
47,-78.520860,38.030140,14
47,-78.520790,38.030320,15
47,-78.520720,38.030440,16
47,-78.520540,38.030530,17
47,-78.520390,38.030560,18
47,-78.519859,38.030510,19
47,-78.519600,38.030520,20
47,-78.519450,38.030540,21
47,-78.519180,38.030600,22
47,-78.518940,38.030710,23
47,-78.518680,38.030950,24
47,-78.518450,38.031220,25
47,-78.518270,38.031500,26
47,-78.518060,38.031970,27
47,-78.517948,38.032182,28
47,-78.517810,38.032440,29
47,-78.517770,38.032590,30
47,-78.517770,38.032730,31
47,-78.517960,38.033090,32
47,-78.517990,38.033210,33
47,-78.517990,38.033320,34
47,-78.517940,38.033510,35
47,-78.517850,38.033780,36
47,-78.517670,38.034080,37
47,-78.517589,38.034222,38
47,-78.517390,38.034570,39
47,-78.517130,38.034840,40
47,-78.516830,38.035000,41
47,-78.516499,38.035050,42
47,-78.515780,38.035100,43
47,-78.514630,38.035200,44
47,-78.514100,38.035220,45
47,-78.513830,38.035200,46
47,-78.513650,38.035160,47
47,-78.513490,38.035080,48
47,-78.513090,38.034830,49
47,-78.512820,38.034710,50
47,-78.512460,38.034530,51
47,-78.511490,38.034180,52
47,-78.511426,38.034156,53
47,-78.511080,38.034030,54
47,-78.510900,38.033980,55
47,-78.510510,38.033860,56
47,-78.510140,38.033780,57
47,-78.509856,38.033770,58
47,-78.509243,38.033755,59
47,-78.508707,38.033740,60
47,-78.508225,38.033719,61
47,-78.507960,38.033710,62
47,-78.507730,38.033710,63
47,-78.507600,38.033730,64
47,-78.507480,38.033770,65
47,-78.507360,38.033820,66
47,-78.507040,38.033960,67
47,-78.506680,38.034120,68
47,-78.506370,38.034250,69
47,-78.506010,38.034410,70
47,-78.505850,38.034490,71
47,-78.505750,38.034600,72
47,-78.505630,38.034790,73
47,-78.505400,38.035187,74
47,-78.505200,38.035520,75
47,-78.505170,38.035570,76
47,-78.505030,38.035770,77
47,-78.504840,38.036050,78
47,-78.504540,38.036540,79
47,-78.504570,38.036720,80
47,-78.504610,38.036910,81
47,-78.504670,38.037050,82
47,-78.504820,38.037340,83
47,-78.504980,38.037490,84
47,-78.505090,38.037617,85
47,-78.505100,38.037630,86
47,-78.505210,38.037820,87
47,-78.505410,38.038240,88
47,-78.505550,38.038550,89
47,-78.505760,38.038920,90
47,-78.505930,38.039240,91
47,-78.506020,38.039360,92
47,-78.506159,38.039520,93
47,-78.506379,38.039560,94
47,-78.506520,38.039550,95
47,-78.506649,38.039510,96
47,-78.506800,38.039450,97
47,-78.507120,38.038510,98
47,-78.507480,38.037510,99
47,-78.507610,38.037148,100
47,-78.507810,38.036590,101
47,-78.508440,38.034920,102
47,-78.508601,38.034494,103
47,-78.508700,38.034230,104
47,-78.509550,38.033760,105
47,-78.509850,38.033770,106
47,-78.510140,38.033780,107
47,-78.510510,38.033860,108
47,-78.510900,38.033980,109
47,-78.511080,38.034030,110
47,-78.511490,38.034180,111
47,-78.512460,38.034530,112
47,-78.512532,38.034565,113
47,-78.512460,38.034530,114
47,-78.511938,38.034341,115
47,-78.512460,38.034530,116
47,-78.512820,38.034710,117
47,-78.513090,38.034830,118
47,-78.513490,38.035080,119
47,-78.513650,38.035160,120
47,-78.513830,38.035200,121
47,-78.514100,38.035220,122
47,-78.514129,38.034790,123
47,-78.514141,38.034556,124
47,-78.514169,38.033970,125
47,-78.514180,38.033830,126
47,-78.514200,38.033670,127
47,-78.514310,38.033220,128
47,-78.514439,38.032890,129
47,-78.514610,38.032550,130
47,-78.515121,38.031603,131
47,-78.515700,38.030530,132
47,-78.515870,38.030210,133
47,-78.516210,38.029598,134
47,-78.516319,38.029400,135
47,-78.516390,38.029260,136
47,-78.516430,38.029120,137
47,-78.516470,38.028680,138
47,-78.516770,38.028660,139
47,-78.517530,38.028590,140
47,-78.518850,38.028480,141
47,-78.519660,38.028450,142
47,-78.519987,38.028477,143
47,-78.520163,38.028480,144
47,-78.520259,38.028488,145
47,-78.520251,38.028607,146
47,-78.520142,38.028759,147
47,-78.520044,38.028840,148
47,-78.519926,38.028874,149
47,-78.519460,38.028970,150
47,-78.519355,38.029051,151
47,-78.519330,38.029070,152
47,-78.519380,38.029031,153
47,-78.519330,38.029070,154
47,-78.519341,38.029138,155
47,-78.519367,38.029193,156
47,-78.519434,38.029261,157
47,-78.519561,38.029333,158
48,-78.517810,38.042776,1
48,-78.517535,38.043025,2
48,-78.517341,38.043170,3
48,-78.516916,38.043546,4
48,-78.516669,38.043873,5
48,-78.516508,38.044146,6
48,-78.516433,38.044338,7
48,-78.516187,38.044790,8
48,-78.516036,38.045026,9
48,-78.515050,38.044680,10
48,-78.514400,38.044400,11
48,-78.513940,38.044150,12
48,-78.513580,38.043930,13
48,-78.512870,38.043420,14
48,-78.512450,38.043140,15
48,-78.511460,38.042520,16
48,-78.511230,38.042680,17
48,-78.510970,38.042940,18
48,-78.510890,38.043090,19
48,-78.510859,38.043330,20
48,-78.510859,38.043610,21
48,-78.510880,38.044330,22
48,-78.510859,38.044660,23
48,-78.510740,38.044900,24
48,-78.510360,38.045440,25
48,-78.509750,38.046390,26
48,-78.511150,38.047080,27
48,-78.511430,38.047280,28
48,-78.511629,38.047471,29
48,-78.511889,38.047783,30
48,-78.512055,38.048122,31
48,-78.512086,38.048584,32
48,-78.512100,38.048940,33
48,-78.512289,38.049300,34
48,-78.512510,38.049530,35
48,-78.512730,38.049750,36
48,-78.513050,38.049970,37
48,-78.512559,38.050650,38
48,-78.512210,38.051230,39
48,-78.512097,38.051382,40
48,-78.511914,38.051601,41
48,-78.511870,38.051654,42
48,-78.512092,38.051745,43
48,-78.512295,38.051839,44
48,-78.512370,38.051890,45
48,-78.512480,38.051990,46
48,-78.512649,38.052050,47
48,-78.512886,38.052142,48
48,-78.512930,38.052160,49
48,-78.513450,38.052370,50
48,-78.513750,38.052470,51
48,-78.513780,38.052430,52
48,-78.513840,38.052330,53
48,-78.513910,38.052200,54
48,-78.513790,38.052150,55
48,-78.513437,38.052012,56
48,-78.513237,38.051935,57
48,-78.513031,38.051857,58
48,-78.512829,38.051780,59
48,-78.512590,38.051710,60
48,-78.512440,38.051710,61
48,-78.512360,38.051710,62
48,-78.512159,38.051640,63
48,-78.511979,38.051540,64
48,-78.512124,38.051345,65
48,-78.512210,38.051230,66
48,-78.512409,38.050900,67
48,-78.512559,38.050650,68
48,-78.512686,38.050475,69
48,-78.513050,38.049970,70
48,-78.512948,38.049899,71
48,-78.512730,38.049750,72
48,-78.512510,38.049530,73
48,-78.512289,38.049300,74
48,-78.512243,38.049211,75
48,-78.512100,38.048940,76
48,-78.512083,38.048494,77
48,-78.512077,38.048346,78
48,-78.512073,38.048241,79
48,-78.512065,38.048168,80
48,-78.512030,38.048010,81
48,-78.512013,38.047978,82
48,-78.511940,38.047850,83
48,-78.511846,38.047727,84
48,-78.511709,38.047550,85
48,-78.511600,38.047444,86
48,-78.511430,38.047280,87
48,-78.511321,38.047202,88
48,-78.511150,38.047080,89
48,-78.510301,38.046661,90
48,-78.509750,38.046390,91
48,-78.508978,38.046058,92
48,-78.508704,38.045941,93
48,-78.507459,38.045402,94
48,-78.508704,38.045941,95
48,-78.507159,38.045272,96
48,-78.506134,38.044828,97
48,-78.505190,38.044420,98
48,-78.505285,38.044155,99
48,-78.505290,38.044140,100
48,-78.505380,38.043810,101
48,-78.505420,38.043440,102
48,-78.505504,38.043191,103
48,-78.505793,38.042333,104
48,-78.505810,38.042280,105
48,-78.506037,38.041617,106
48,-78.506080,38.041490,107
48,-78.506268,38.041036,108
48,-78.506391,38.040660,109
48,-78.506619,38.039966,110
48,-78.506660,38.039840,111
48,-78.506263,38.039585,112
48,-78.506127,38.039482,113
48,-78.506020,38.039360,114
48,-78.505930,38.039240,115
48,-78.505845,38.039079,116
48,-78.505760,38.038920,117
48,-78.505613,38.038659,118
48,-78.505550,38.038550,119
48,-78.505410,38.038240,120
48,-78.505356,38.038125,121
48,-78.505210,38.037820,122
48,-78.505100,38.037630,123
48,-78.504980,38.037490,124
48,-78.504820,38.037340,125
48,-78.504670,38.037050,126
48,-78.504610,38.036910,127
48,-78.504570,38.036720,128
48,-78.504540,38.036540,129
48,-78.504840,38.036050,130
48,-78.505030,38.035770,131
48,-78.505170,38.035570,132
48,-78.505200,38.035520,133
48,-78.505410,38.035170,134
48,-78.505630,38.034790,135
48,-78.505750,38.034600,136
48,-78.505850,38.034490,137
48,-78.506010,38.034410,138
48,-78.506370,38.034250,139
48,-78.506680,38.034120,140
48,-78.507040,38.033960,141
48,-78.507360,38.033820,142
48,-78.507480,38.033770,143
48,-78.507600,38.033730,144
48,-78.507730,38.033710,145
48,-78.507960,38.033710,146
48,-78.508202,38.033718,147
48,-78.508734,38.033742,148
48,-78.509927,38.033772,149
48,-78.510140,38.033780,150
48,-78.510510,38.033860,151
48,-78.510900,38.033980,152
48,-78.511080,38.034030,153
48,-78.511490,38.034180,154
48,-78.512460,38.034530,155
48,-78.512820,38.034710,156
48,-78.512965,38.034774,157
48,-78.513090,38.034830,158
48,-78.513490,38.035080,159
48,-78.513650,38.035160,160
48,-78.513830,38.035200,161
48,-78.514100,38.035220,162
48,-78.514090,38.035730,163
48,-78.514120,38.035960,164
48,-78.514180,38.036120,165
48,-78.514510,38.036790,166
48,-78.514940,38.037640,167
48,-78.515240,38.038350,168
48,-78.515320,38.038580,169
48,-78.515350,38.038680,170
48,-78.515300,38.038760,171
48,-78.515080,38.039050,172
48,-78.514670,38.039477,173
48,-78.514080,38.040090,174
48,-78.513596,38.040631,175
48,-78.513119,38.041133,176
48,-78.513080,38.041170,177
48,-78.512940,38.041280,178
48,-78.512460,38.041560,179
48,-78.512220,38.041780,180
48,-78.511460,38.042520,181
48,-78.512450,38.043140,182
48,-78.512870,38.043420,183
48,-78.513580,38.043930,184
48,-78.513940,38.044150,185
48,-78.514400,38.044400,186
48,-78.515050,38.044680,187
48,-78.515695,38.044918,188
48,-78.516193,38.045067,189
48,-78.516512,38.044599,190
48,-78.516623,38.044283,191
48,-78.516857,38.043854,192
48,-78.517227,38.043450,193
48,-78.517697,38.043070,194
48,-78.518152,38.042620,195
48,-78.518542,38.042345,196
48,-78.518618,38.042124,197
48,-78.518422,38.042072,198
48,-78.518196,38.042218,199
48,-78.518055,38.042540,200
48,-78.517657,38.042910,201
56,-78.505025,38.035819,1
56,-78.505750,38.034600,2
56,-78.505990,38.034380,3
